participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
14,practice,PRACTICE_001,mèo,word,1,1,,,mèo,word,f,word,1,0.674
14,practice,PRACTICE_002,mẻo,pseudoword,0,1,,,mèo,nonword,j,nonword,1,0.709
14,practice,PRACTICE_003,ghế đá,word,1,2,,,ghế đá,word,f,word,1,0.744
14,practice,PRACTICE_004,tủ lảnh,pseudoword,0,2,,,tủ lạnh,nonword,j,nonword,1,0.779
14,main,LDT_001,biểc,pseudoword,0,1,,,biển,nonword,j,nonword,1,0.772026
14,main,LDT_002,bàc,pseudoword,0,1,,,bàn,nonword,j,nonword,1,0.750246
14,main,LDT_003,búc,pseudoword,0,1,,,bút,nonword,j,nonword,1,0.790466
14,main,LDT_004,chá,pseudoword,0,1,,,chợ,nonword,j,nonword,1,0.740686
14,main,LDT_005,khây,pseudoword,0,1,,,cây,nonword,j,nonword,1,0.764906
14,main,LDT_006,cở,pseudoword,0,1,,,cỏ,nonword,j,nonword,1,0.783126
14,main,LDT_007,côc,pseudoword,0,1,,,cốc,nonword,j,nonword,1,0.733346
14,main,LDT_008,bửa,pseudoword,0,1,,,cửa,nonword,j,nonword,1,0.773566
14,main,LDT_009,dản,pseudoword,0,1,,,dân,nonword,j,nonword,1,0.751786
14,main,LDT_010,ghể,pseudoword,0,1,,,ghế,nonword,j,nonword,1,0.792006
14,main,LDT_011,gá,pseudoword,0,1,,,giá,nonword,j,nonword,1,0.742226
14,main,LDT_012,hó,pseudoword,0,1,,,gió,nonword,j,nonword,1,0.766446
14,main,LDT_013,đoa,pseudoword,0,1,,,hoa,nonword,j,nonword,1,0.784666
14,main,LDT_014,hàc,pseudoword,0,1,,,hàng,nonword,j,nonword,1,0.734886
14,main,LDT_015,luậc,pseudoword,0,1,,,luật,nonword,j,nonword,1,0.775106
14,main,LDT_016,lâ,pseudoword,0,1,,,lá,nonword,j,nonword,1,0.753326
14,main,LDT_017,lủc,pseudoword,0,1,,,lực,nonword,j,nonword,1,0.793546
14,main,LDT_018,mố,pseudoword,0,1,,,mũ,nonword,j,nonword,1,0.743766
14,main,LDT_019,măt,pseudoword,0,1,,,mắt,nonword,j,nonword,1,0.767986
14,main,LDT_020,nhâ,pseudoword,0,1,,,nhà,nonword,j,nonword,1,0.786206
14,main,LDT_021,búi,pseudoword,0,1,,,núi,nonword,j,nonword,1,0.736426
14,main,LDT_022,nướp,pseudoword,0,1,,,nước,nonword,j,nonword,1,0.776646
14,main,LDT_023,rúng,pseudoword,0,1,,,rừng,nonword,j,nonword,1,0.754866
14,main,LDT_024,sảch,pseudoword,0,1,,,sách,nonword,j,nonword,1,0.795086
14,main,LDT_025,sọng,pseudoword,0,1,,,sông,nonword,j,nonword,1,0.745306
14,main,LDT_026,thuốn,pseudoword,0,1,,,thuốc,nonword,j,nonword,1,0.769526
14,main,LDT_027,týn,pseudoword,0,1,,,tin,nonword,j,nonword,1,0.787746
14,main,LDT_028,tiềc,pseudoword,0,1,,,tiền,nonword,f,word,0,0.737966
14,main,LDT_029,trý,pseudoword,0,1,,,trị,nonword,j,nonword,1,0.778186
14,main,LDT_030,bải,pseudoword,0,1,,,vải,nonword,j,nonword,1,0.756406
14,main,LDT_031,vảt,pseudoword,0,1,,,vật,nonword,j,nonword,1,0.796626
14,main,LDT_032,xể,pseudoword,0,1,,,xe,nonword,j,nonword,1,0.746846
14,main,LDT_033,máo,pseudoword,0,1,,,áo,nonword,j,nonword,1,0.771066
14,main,LDT_034,đâ,pseudoword,0,1,,,đá,nonword,j,nonword,1,0.789286
14,main,LDT_035,đén,pseudoword,0,1,,,đèn,nonword,j,nonword,1,0.739506
14,main,LDT_036,đườm,pseudoword,0,1,,,đường,nonword,j,nonword,1,0.779726
14,main,LDT_037,đat,pseudoword,0,1,,,đất,nonword,j,nonword,1,0.757946
14,main,LDT_148,biển,word,1,1,64.0,4.158883083,biển,word,f,word,1,0.703672
14,main,LDT_149,bàn,word,1,1,333.0,5.80814249,bàn,word,f,word,1,0.601116
14,main,LDT_150,bút,word,1,1,41.0,3.713572067,bút,word,f,word,1,0.692362
14,main,LDT_151,chợ,word,1,1,108.0,4.682131227,chợ,word,f,word,1,0.679588
14,main,LDT_152,cây,word,1,1,281.0,5.638354669,cây,word,f,word,1,0.599209
14,main,LDT_153,cỏ,word,1,1,26.0,3.258096538,cỏ,word,f,word,1,0.715597
14,main,LDT_154,cốc,word,1,1,19.0,2.944438979,cốc,word,f,word,1,0.703855
14,main,LDT_155,cửa,word,1,1,258.0,5.552959585,cửa,word,j,nonword,0,0.660602
14,main,LDT_156,dân,word,1,1,155.0,5.043425117,dân,word,f,word,1,0.627127
14,main,LDT_157,ghế,word,1,1,133.0,4.890349128,ghế,word,f,word,1,0.656245
14,main,LDT_158,giá,word,1,1,714.0,6.570882962,giá,word,f,word,1,0.620688
14,main,LDT_159,gió,word,1,1,118.0,4.770684624,gió,word,f,word,1,0.628515
14,main,LDT_160,hoa,word,1,1,572.0,6.349138991,hoa,word,f,word,1,0.618224
14,main,LDT_161,hàng,word,1,1,700.0,6.551080335,hàng,word,f,word,1,0.589982
14,main,LDT_162,luật,word,1,1,74.0,4.304065093,luật,word,f,word,1,0.702107
14,main,LDT_163,lá,word,1,1,443.0,6.09356977,lá,word,f,word,1,0.595062
14,main,LDT_164,lực,word,1,1,199.0,5.293304825,lực,word,f,word,1,0.644891
14,main,LDT_165,mũ,word,1,1,47.0,3.850147602,mũ,word,f,word,1,0.709292
14,main,LDT_166,mắt,word,1,1,317.0,5.758901774,mắt,word,f,word,1,0.598432
14,main,LDT_167,nhà,word,1,1,1208.0,7.096721378,nhà,word,f,word,1,0.595841
14,main,LDT_168,núi,word,1,1,31.0,3.433987204,núi,word,f,word,1,0.691269
14,main,LDT_169,nước,word,1,1,1464.0,7.288927695,nước,word,f,word,1,0.608131
14,main,LDT_170,rừng,word,1,1,31.0,3.433987204,rừng,word,f,word,1,0.681709
14,main,LDT_171,sách,word,1,1,97.0,4.574710979,sách,word,f,word,1,0.669426
14,main,LDT_172,sông,word,1,1,60.0,4.094344562,sông,word,f,word,1,0.703018
14,main,LDT_173,thuốc,word,1,1,57.0,4.043051268,thuốc,word,f,word,1,0.654879
14,main,LDT_174,tin,word,1,1,679.0,6.520621128,tin,word,f,word,1,0.615817
14,main,LDT_175,tiền,word,1,1,317.0,5.758901774,tiền,word,f,word,1,0.618412
14,main,LDT_176,trị,word,1,1,91.0,4.510859507,trị,word,f,word,1,0.698569
14,main,LDT_177,vải,word,1,1,178.0,5.18178355,vải,word,f,word,1,0.62732
14,main,LDT_178,vật,word,1,1,252.0,5.529429088,vật,word,f,word,1,0.640415
14,main,LDT_179,xe,word,1,1,217.0,5.379897354,xe,word,f,word,1,0.66342
14,main,LDT_180,áo,word,1,1,184.0,5.214935758,áo,word,f,word,1,0.618919
14,main,LDT_181,đá,word,1,1,140.0,4.941642423,đá,word,f,word,1,0.667884
14,main,LDT_182,đèn,word,1,1,306.0,5.723585102,đèn,word,f,word,1,0.621082
14,main,LDT_183,đường,word,1,1,598.0,6.393590754,đường,word,f,word,1,0.639862
14,main,LDT_184,đất,word,1,1,138.0,4.927253685,đất,word,f,word,1,0.637004
14,main,LDT_038,biệc pháp,pseudoword,0,2,,,biện pháp,nonword,j,nonword,1,0.857887
14,main,LDT_039,bệc viện,pseudoword,0,2,,,bệnh viện,nonword,j,nonword,1,0.876107
14,main,LDT_040,chẹn nước,pseudoword,0,2,,,chén nước,nonword,j,nonword,1,0.826327
14,main,LDT_041,cây cảc,pseudoword,0,2,,,cây cảnh,nonword,j,nonword,1,0.866547
14,main,LDT_042,cây xạnh,pseudoword,0,2,,,cây xanh,nonword,j,nonword,1,0.844767
14,main,LDT_043,côm nghiệp,pseudoword,0,2,,,công nghiệp,nonword,j,nonword,1,0.884987
14,main,LDT_044,côm ty,pseudoword,0,2,,,công ty,nonword,j,nonword,1,0.835207
14,main,LDT_045,cửa hàc,pseudoword,0,2,,,cửa hàng,nonword,j,nonword,1,0.859427
14,main,LDT_046,giá thàc,pseudoword,0,2,,,giá thành,nonword,j,nonword,1,0.877647
14,main,LDT_047,giá vể,pseudoword,0,2,,,giá vé,nonword,j,nonword,1,0.827867
14,main,LDT_048,giáo dụn,pseudoword,0,2,,,giáo dục,nonword,j,nonword,1,0.868087
14,main,LDT_049,hơi nướm,pseudoword,0,2,,,hơi nước,nonword,f,word,0,0.846307
14,main,LDT_050,hệ thóng,pseudoword,0,2,,,hệ thống,nonword,j,nonword,1,0.886527
14,main,LDT_051,học thủc,pseudoword,0,2,,,học thức,nonword,j,nonword,1,0.836747
14,main,LDT_052,khoa hỏc,pseudoword,0,2,,,khoa học,nonword,j,nonword,1,0.860967
14,main,LDT_053,khách hàc,pseudoword,0,2,,,khách hàng,nonword,j,nonword,1,0.879187
14,main,LDT_054,kinh té,pseudoword,0,2,,,kinh tế,nonword,j,nonword,1,0.829407
14,main,LDT_055,lao đơng,pseudoword,0,2,,,lao động,nonword,j,nonword,1,0.869627
14,main,LDT_056,luật phạp,pseudoword,0,2,,,luật pháp,nonword,j,nonword,1,0.847847
14,main,LDT_057,mái nhâ,pseudoword,0,2,,,mái nhà,nonword,j,nonword,1,0.888067
14,main,LDT_058,máy lânh,pseudoword,0,2,,,máy lạnh,nonword,j,nonword,1,0.838287
14,main,LDT_059,báy xay,pseudoword,0,2,,,máy xay,nonword,j,nonword,1,0.862507
14,main,LDT_060,mứm giá,pseudoword,0,2,,,mức giá,nonword,j,nonword,1,0.880727
14,main,LDT_061,nghẻ thuật,pseudoword,0,2,,,nghệ thuật,nonword,j,nonword,1,0.830947
14,main,LDT_062,nhâ cửa,pseudoword,0,2,,,nhà cửa,nonword,j,nonword,1,0.871167
14,main,LDT_063,nhà hàc,pseudoword,0,2,,,nhà hàng,nonword,j,nonword,1,0.849387
14,main,LDT_064,nướm dừa,pseudoword,0,2,,,nước dừa,nonword,j,nonword,1,0.889607
14,main,LDT_065,nướm muối,pseudoword,0,2,,,nước muối,nonword,j,nonword,1,0.839827
14,main,LDT_066,nước xọt,pseudoword,0,2,,,nước xốt,nonword,j,nonword,1,0.864047
14,main,LDT_067,nướm đường,pseudoword,0,2,,,nước đường,nonword,j,nonword,1,0.882267
14,main,LDT_068,phạp luật,pseudoword,0,2,,,pháp luật,nonword,j,nonword,1,0.832487
14,main,LDT_069,phương phạp,pseudoword,0,2,,,phương pháp,nonword,j,nonword,1,0.872707
14,main,LDT_070,thị trườc,pseudoword,0,2,,,thị trường,nonword,j,nonword,1,0.850927
14,main,LDT_071,týnh tế,pseudoword,0,2,,,tinh tế,nonword,j,nonword,1,0.891147
14,main,LDT_072,truyền thóng,pseudoword,0,2,,,truyền thống,nonword,j,nonword,1,0.841367
14,main,LDT_073,vản hóa,pseudoword,0,2,,,văn hóa,nonword,j,nonword,1,0.865587
14,main,LDT_074,xể đẩy,pseudoword,0,2,,,xe đẩy,nonword,j,nonword,1,0.883807
14,main,LDT_075,đat nước,pseudoword,0,2,,,đất nước,nonword,j,nonword,1,0.834027
14,main,LDT_076,đồc nghiệp,pseudoword,0,2,,,đồng nghiệp,nonword,j,nonword,1,0.874247
14,main,LDT_185,biện pháp,word,1,2,12.0,2.48490665,biện pháp,word,f,word,1,0.752735
14,main,LDT_186,bệnh viện,word,1,2,13.0,2.564949357,bệnh viện,word,f,word,1,0.790393
14,main,LDT_187,chén nước,word,1,2,14.0,2.63905733,chén nước,word,j,nonword,0,0.738242
14,main,LDT_188,cây cảnh,word,1,2,12.0,2.48490665,cây cảnh,word,f,word,1,0.767395
14,main,LDT_189,cây xanh,word,1,2,12.0,2.48490665,cây xanh,word,f,word,1,0.785615
14,main,LDT_190,công nghiệp,word,1,2,27.0,3.295836866,công nghiệp,word,f,word,1,0.709885
14,main,LDT_191,công ty,word,1,2,135.0,4.905274778,công ty,word,f,word,1,0.698603
14,main,LDT_192,cửa hàng,word,1,2,61.0,4.110873864,cửa hàng,word,f,word,1,0.702244
14,main,LDT_193,giá thành,word,1,2,16.0,2.772588722,giá thành,word,f,word,1,0.785289
14,main,LDT_194,giá vé,word,1,2,12.0,2.48490665,giá vé,word,f,word,1,0.744715
14,main,LDT_195,giáo dục,word,1,2,23.0,3.135494216,giáo dục,word,f,word,1,0.748116
14,main,LDT_196,hơi nước,word,1,2,11.0,2.397895273,hơi nước,word,f,word,1,0.789939
14,main,LDT_197,hệ thống,word,1,2,37.0,3.610917913,hệ thống,word,f,word,1,0.701342
14,main,LDT_198,học thức,word,1,2,24.0,3.17805383,học thức,word,f,word,1,0.755414
14,main,LDT_199,khoa học,word,1,2,20.0,2.995732274,khoa học,word,f,word,1,0.739468
14,main,LDT_200,khách hàng,word,1,2,38.0,3.63758616,khách hàng,word,f,word,1,0.759149
14,main,LDT_201,kinh tế,word,1,2,36.0,3.583518938,kinh tế,word,f,word,1,0.711099
14,main,LDT_202,lao động,word,1,2,21.0,3.044522438,lao động,word,f,word,1,0.752567
14,main,LDT_203,luật pháp,word,1,2,26.0,3.258096538,luật pháp,word,f,word,1,0.763953
14,main,LDT_204,mái nhà,word,1,2,14.0,2.63905733,mái nhà,word,f,word,1,0.733982
14,main,LDT_205,máy lạnh,word,1,2,11.0,2.397895273,máy lạnh,word,f,word,1,1.201919
14,main,LDT_206,máy xay,word,1,2,18.0,2.890371758,máy xay,word,f,word,1,0.74438
14,main,LDT_207,mức giá,word,1,2,16.0,2.772588722,mức giá,word,f,word,1,0.788369
14,main,LDT_208,nghệ thuật,word,1,2,30.0,3.401197382,nghệ thuật,word,f,word,1,0.718473
14,main,LDT_209,nhà cửa,word,1,2,20.0,2.995732274,nhà cửa,word,f,word,1,0.755668
14,main,LDT_210,nhà hàng,word,1,2,131.0,4.875197323,nhà hàng,word,f,word,1,0.713745
14,main,LDT_211,nước dừa,word,1,2,28.0,3.33220451,nước dừa,word,f,word,1,0.713341
14,main,LDT_212,nước muối,word,1,2,11.0,2.397895273,nước muối,word,f,word,1,0.783459
14,main,LDT_213,nước xốt,word,1,2,12.0,2.48490665,nước xốt,word,f,word,1,0.758895
14,main,LDT_214,nước đường,word,1,2,17.0,2.833213344,nước đường,word,f,word,1,0.787969
14,main,LDT_215,pháp luật,word,1,2,16.0,2.772588722,pháp luật,word,f,word,1,0.740129
14,main,LDT_216,phương pháp,word,1,2,19.0,2.944438979,phương pháp,word,f,word,1,0.75885
14,main,LDT_217,thị trường,word,1,2,128.0,4.852030264,thị trường,word,f,word,1,0.716027
14,main,LDT_218,tinh tế,word,1,2,12.0,2.48490665,tinh tế,word,f,word,1,0.741995
14,main,LDT_219,truyền thống,word,1,2,46.0,3.828641396,truyền thống,word,f,word,1,0.739215
14,main,LDT_220,văn hóa,word,1,2,28.0,3.33220451,văn hóa,word,f,word,1,0.733321
14,main,LDT_221,xe đẩy,word,1,2,14.0,2.63905733,xe đẩy,word,f,word,1,0.795722
14,main,LDT_222,đất nước,word,1,2,12.0,2.48490665,đất nước,word,f,word,1,0.750875
14,main,LDT_223,đồng nghiệp,word,1,2,45.0,3.80666249,đồng nghiệp,word,f,word,1,0.732799
