participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
13,practice,PRACTICE_001,mèo,word,1,1,,,mèo,word,f,word,1,0.668
13,practice,PRACTICE_002,mẻo,pseudoword,0,1,,,mèo,nonword,j,nonword,1,0.703
13,practice,PRACTICE_003,ghế đá,word,1,2,,,ghế đá,word,f,word,1,0.738
13,practice,PRACTICE_004,tủ lảnh,pseudoword,0,2,,,tủ lạnh,nonword,j,nonword,1,0.773
13,main,LDT_001,biểc,pseudoword,0,1,,,biển,nonword,j,nonword,1,0.762026
13,main,LDT_002,bàc,pseudoword,0,1,,,bàn,nonword,j,nonword,1,0.740246
13,main,LDT_003,búc,pseudoword,0,1,,,bút,nonword,j,nonword,1,0.780466
13,main,LDT_004,chá,pseudoword,0,1,,,chợ,nonword,j,nonword,1,0.730686
13,main,LDT_005,khây,pseudoword,0,1,,,cây,nonword,j,nonword,1,0.754906
13,main,LDT_006,cở,pseudoword,0,1,,,cỏ,nonword,j,nonword,1,0.773126
13,main,LDT_007,côc,pseudoword,0,1,,,cốc,nonword,j,nonword,1,0.723346
13,main,LDT_008,bửa,pseudoword,0,1,,,cửa,nonword,j,nonword,1,0.763566
13,main,LDT_009,dản,pseudoword,0,1,,,dân,nonword,j,nonword,1,0.741786
13,main,LDT_010,ghể,pseudoword,0,1,,,ghế,nonword,j,nonword,1,0.782006
13,main,LDT_011,gá,pseudoword,0,1,,,giá,nonword,j,nonword,1,0.732226
13,main,LDT_012,hó,pseudoword,0,1,,,gió,nonword,j,nonword,1,0.756446
13,main,LDT_013,đoa,pseudoword,0,1,,,hoa,nonword,j,nonword,1,0.774666
13,main,LDT_014,hàc,pseudoword,0,1,,,hàng,nonword,j,nonword,1,0.724886
13,main,LDT_015,luậc,pseudoword,0,1,,,luật,nonword,j,nonword,1,0.765106
13,main,LDT_016,lâ,pseudoword,0,1,,,lá,nonword,j,nonword,1,0.743326
13,main,LDT_017,lủc,pseudoword,0,1,,,lực,nonword,j,nonword,1,0.783546
13,main,LDT_018,mố,pseudoword,0,1,,,mũ,nonword,j,nonword,1,0.733766
13,main,LDT_019,măt,pseudoword,0,1,,,mắt,nonword,f,word,0,0.757986
13,main,LDT_020,nhâ,pseudoword,0,1,,,nhà,nonword,j,nonword,1,0.776206
13,main,LDT_021,búi,pseudoword,0,1,,,núi,nonword,j,nonword,1,0.726426
13,main,LDT_022,nướp,pseudoword,0,1,,,nước,nonword,j,nonword,1,0.766646
13,main,LDT_023,rúng,pseudoword,0,1,,,rừng,nonword,j,nonword,1,0.744866
13,main,LDT_024,sảch,pseudoword,0,1,,,sách,nonword,j,nonword,1,0.785086
13,main,LDT_025,sọng,pseudoword,0,1,,,sông,nonword,j,nonword,1,0.735306
13,main,LDT_026,thuốn,pseudoword,0,1,,,thuốc,nonword,j,nonword,1,0.759526
13,main,LDT_027,týn,pseudoword,0,1,,,tin,nonword,j,nonword,1,0.777746
13,main,LDT_028,tiềc,pseudoword,0,1,,,tiền,nonword,j,nonword,1,0.727966
13,main,LDT_029,trý,pseudoword,0,1,,,trị,nonword,j,nonword,1,0.768186
13,main,LDT_030,bải,pseudoword,0,1,,,vải,nonword,j,nonword,1,0.746406
13,main,LDT_031,vảt,pseudoword,0,1,,,vật,nonword,j,nonword,1,0.786626
13,main,LDT_032,xể,pseudoword,0,1,,,xe,nonword,j,nonword,1,0.736846
13,main,LDT_033,máo,pseudoword,0,1,,,áo,nonword,j,nonword,1,0.761066
13,main,LDT_034,đâ,pseudoword,0,1,,,đá,nonword,j,nonword,1,0.779286
13,main,LDT_035,đén,pseudoword,0,1,,,đèn,nonword,j,nonword,1,0.729506
13,main,LDT_036,đườm,pseudoword,0,1,,,đường,nonword,j,nonword,1,0.769726
13,main,LDT_037,đat,pseudoword,0,1,,,đất,nonword,j,nonword,1,0.747946
13,main,LDT_148,biển,word,1,1,64.0,4.158883083,biển,word,f,word,1,0.693672
13,main,LDT_149,bàn,word,1,1,333.0,5.80814249,bàn,word,f,word,1,0.591116
13,main,LDT_150,bút,word,1,1,41.0,3.713572067,bút,word,f,word,1,0.682362
13,main,LDT_151,chợ,word,1,1,108.0,4.682131227,chợ,word,f,word,1,0.669588
13,main,LDT_152,cây,word,1,1,281.0,5.638354669,cây,word,f,word,1,0.589209
13,main,LDT_153,cỏ,word,1,1,26.0,3.258096538,cỏ,word,f,word,1,1.125597
13,main,LDT_154,cốc,word,1,1,19.0,2.944438979,cốc,word,f,word,1,0.693855
13,main,LDT_155,cửa,word,1,1,258.0,5.552959585,cửa,word,f,word,1,0.650602
13,main,LDT_156,dân,word,1,1,155.0,5.043425117,dân,word,f,word,1,0.617127
13,main,LDT_157,ghế,word,1,1,133.0,4.890349128,ghế,word,f,word,1,0.646245
13,main,LDT_158,giá,word,1,1,714.0,6.570882962,giá,word,f,word,1,0.610688
13,main,LDT_159,gió,word,1,1,118.0,4.770684624,gió,word,f,word,1,0.618515
13,main,LDT_160,hoa,word,1,1,572.0,6.349138991,hoa,word,f,word,1,0.608224
13,main,LDT_161,hàng,word,1,1,700.0,6.551080335,hàng,word,f,word,1,0.579982
13,main,LDT_162,luật,word,1,1,74.0,4.304065093,luật,word,f,word,1,0.692107
13,main,LDT_163,lá,word,1,1,443.0,6.09356977,lá,word,f,word,1,0.585062
13,main,LDT_164,lực,word,1,1,199.0,5.293304825,lực,word,f,word,1,0.634891
