participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
27,practice,PRACTICE_001,mèo,word,1,1,,,mèo,word,f,word,1,0.752
27,practice,PRACTICE_002,mẻo,pseudoword,0,1,,,mèo,nonword,j,nonword,1,0.787
27,practice,PRACTICE_003,ghế đá,word,1,2,,,ghế đá,word,f,word,1,0.822
27,practice,PRACTICE_004,tủ lảnh,pseudoword,0,2,,,tủ lạnh,nonword,j,nonword,1,0.857
27,main,LDT_001,biểc,pseudoword,0,1,,,biển,nonword,j,nonword,1,0.722026
27,main,LDT_002,bàc,pseudoword,0,1,,,bàn,nonword,j,nonword,1,0.700246
27,main,LDT_003,búc,pseudoword,0,1,,,bút,nonword,j,nonword,1,0.740466
27,main,LDT_004,chá,pseudoword,0,1,,,chợ,nonword,j,nonword,1,0.690686
27,main,LDT_005,khây,pseudoword,0,1,,,cây,nonword,j,nonword,1,0.714906
27,main,LDT_006,cở,pseudoword,0,1,,,cỏ,nonword,j,nonword,1,0.733126
27,main,LDT_007,côc,pseudoword,0,1,,,cốc,nonword,j,nonword,1,0.683346
27,main,LDT_008,bửa,pseudoword,0,1,,,cửa,nonword,j,nonword,1,0.723566
27,main,LDT_009,dản,pseudoword,0,1,,,dân,nonword,j,nonword,1,0.701786
27,main,LDT_010,ghể,pseudoword,0,1,,,ghế,nonword,j,nonword,1,0.742006
27,main,LDT_011,gá,pseudoword,0,1,,,giá,nonword,j,nonword,1,0.692226
27,main,LDT_012,hó,pseudoword,0,1,,,gió,nonword,j,nonword,1,0.716446
27,main,LDT_013,đoa,pseudoword,0,1,,,hoa,nonword,j,nonword,1,0.734666
27,main,LDT_014,hàc,pseudoword,0,1,,,hàng,nonword,j,nonword,1,0.684886
27,main,LDT_015,luậc,pseudoword,0,1,,,luật,nonword,j,nonword,1,0.725106
27,main,LDT_016,lâ,pseudoword,0,1,,,lá,nonword,j,nonword,1,0.703326
27,main,LDT_017,lủc,pseudoword,0,1,,,lực,nonword,j,nonword,1,0.743546
27,main,LDT_018,mố,pseudoword,0,1,,,mũ,nonword,j,nonword,1,0.693766
27,main,LDT_019,măt,pseudoword,0,1,,,mắt,nonword,j,nonword,1,0.717986
27,main,LDT_020,nhâ,pseudoword,0,1,,,nhà,nonword,j,nonword,1,0.736206
27,main,LDT_021,búi,pseudoword,0,1,,,núi,nonword,j,nonword,1,0.686426
27,main,LDT_022,nướp,pseudoword,0,1,,,nước,nonword,j,nonword,1,0.726646
27,main,LDT_023,rúng,pseudoword,0,1,,,rừng,nonword,j,nonword,1,0.704866
27,main,LDT_024,sảch,pseudoword,0,1,,,sách,nonword,j,nonword,1,0.745086
