participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
25,practice,PRACTICE_001,mèo,word,1,1,,,mèo,word,f,word,1,0.74
25,practice,PRACTICE_002,mẻo,pseudoword,0,1,,,mèo,nonword,j,nonword,1,0.775
25,practice,PRACTICE_003,ghế đá,word,1,2,,,ghế đá,word,f,word,1,0.81
25,practice,PRACTICE_004,tủ lảnh,pseudoword,0,2,,,tủ lạnh,nonword,j,nonword,1,0.845
25,main,LDT_001,biểc,pseudoword,0,1,,,biển,nonword,j,nonword,1,0.804026
25,main,LDT_002,bàc,pseudoword,0,1,,,bàn,nonword,j,nonword,1,0.782246
25,main,LDT_003,búc,pseudoword,0,1,,,bút,nonword,j,nonword,1,0.822466
25,main,LDT_004,chá,pseudoword,0,1,,,chợ,nonword,j,nonword,1,0.772686
25,main,LDT_005,khây,pseudoword,0,1,,,cây,nonword,j,nonword,1,0.796906
25,main,LDT_006,cở,pseudoword,0,1,,,cỏ,nonword,j,nonword,1,0.815126
25,main,LDT_007,côc,pseudoword,0,1,,,cốc,nonword,j,nonword,1,0.765346
25,main,LDT_008,bửa,pseudoword,0,1,,,cửa,nonword,j,nonword,1,0.805566
25,main,LDT_009,dản,pseudoword,0,1,,,dân,nonword,j,nonword,1,0.783786
25,main,LDT_010,ghể,pseudoword,0,1,,,ghế,nonword,j,nonword,1,0.824006
25,main,LDT_011,gá,pseudoword,0,1,,,giá,nonword,j,nonword,1,0.774226
25,main,LDT_012,hó,pseudoword,0,1,,,gió,nonword,j,nonword,1,0.798446
25,main,LDT_013,đoa,pseudoword,0,1,,,hoa,nonword,j,nonword,1,0.816666
25,main,LDT_014,hàc,pseudoword,0,1,,,hàng,nonword,j,nonword,1,0.766886
25,main,LDT_015,luậc,pseudoword,0,1,,,luật,nonword,j,nonword,1,0.807106
25,main,LDT_016,lâ,pseudoword,0,1,,,lá,nonword,f,word,0,0.785326
25,main,LDT_017,lủc,pseudoword,0,1,,,lực,nonword,j,nonword,1,0.825546
25,main,LDT_018,mố,pseudoword,0,1,,,mũ,nonword,j,nonword,1,0.775766
25,main,LDT_019,măt,pseudoword,0,1,,,mắt,nonword,j,nonword,1,0.799986
25,main,LDT_020,nhâ,pseudoword,0,1,,,nhà,nonword,j,nonword,1,0.818206
25,main,LDT_021,búi,pseudoword,0,1,,,núi,nonword,j,nonword,1,0.768426
25,main,LDT_022,nướp,pseudoword,0,1,,,nước,nonword,j,nonword,1,0.808646
25,main,LDT_023,rúng,pseudoword,0,1,,,rừng,nonword,j,nonword,1,0.786866
25,main,LDT_024,sảch,pseudoword,0,1,,,sách,nonword,j,nonword,1,0.827086
25,main,LDT_025,sọng,pseudoword,0,1,,,sông,nonword,j,nonword,1,0.777306
25,main,LDT_026,thuốn,pseudoword,0,1,,,thuốc,nonword,j,nonword,1,0.801526
25,main,LDT_027,týn,pseudoword,0,1,,,tin,nonword,j,nonword,1,0.819746
25,main,LDT_028,tiềc,pseudoword,0,1,,,tiền,nonword,j,nonword,1,0.769966
25,main,LDT_029,trý,pseudoword,0,1,,,trị,nonword,j,nonword,1,0.810186
25,main,LDT_030,bải,pseudoword,0,1,,,vải,nonword,j,nonword,1,0.788406
25,main,LDT_031,vảt,pseudoword,0,1,,,vật,nonword,j,nonword,1,0.828626
25,main,LDT_032,xể,pseudoword,0,1,,,xe,nonword,j,nonword,1,0.778846
25,main,LDT_033,máo,pseudoword,0,1,,,áo,nonword,j,nonword,1,0.803066
25,main,LDT_034,đâ,pseudoword,0,1,,,đá,nonword,j,nonword,1,0.821286
25,main,LDT_035,đén,pseudoword,0,1,,,đèn,nonword,j,nonword,1,0.771506
25,main,LDT_036,đườm,pseudoword,0,1,,,đường,nonword,j,nonword,1,0.811726
25,main,LDT_037,đat,pseudoword,0,1,,,đất,nonword,j,nonword,1,0.789946
25,main,LDT_148,biển,word,1,1,64.0,4.158883083,biển,word,f,word,1,0.735672
25,main,LDT_149,bàn,word,1,1,333.0,5.80814249,bàn,word,f,word,1,1.053116
25,main,LDT_150,bút,word,1,1,41.0,3.713572067,bút,word,f,word,1,0.724362
25,main,LDT_151,chợ,word,1,1,108.0,4.682131227,chợ,word,f,word,1,0.711588
25,main,LDT_152,cây,word,1,1,281.0,5.638354669,cây,word,f,word,1,0.631209
25,main,LDT_153,cỏ,word,1,1,26.0,3.258096538,cỏ,word,f,word,1,0.747597
25,main,LDT_154,cốc,word,1,1,19.0,2.944438979,cốc,word,f,word,1,0.735855
25,main,LDT_155,cửa,word,1,1,258.0,5.552959585,cửa,word,f,word,1,0.692602
25,main,LDT_156,dân,word,1,1,155.0,5.043425117,dân,word,f,word,1,0.659127
25,main,LDT_157,ghế,word,1,1,133.0,4.890349128,ghế,word,f,word,1,0.688245
25,main,LDT_158,giá,word,1,1,714.0,6.570882962,giá,word,f,word,1,0.652688
25,main,LDT_159,gió,word,1,1,118.0,4.770684624,gió,word,f,word,1,0.660515
25,main,LDT_160,hoa,word,1,1,572.0,6.349138991,hoa,word,f,word,1,0.650224
25,main,LDT_161,hàng,word,1,1,700.0,6.551080335,hàng,word,f,word,1,0.621982
25,main,LDT_162,luật,word,1,1,74.0,4.304065093,luật,word,f,word,1,0.734107
25,main,LDT_163,lá,word,1,1,443.0,6.09356977,lá,word,f,word,1,0.627062
25,main,LDT_164,lực,word,1,1,199.0,5.293304825,lực,word,f,word,1,0.676891
25,main,LDT_165,mũ,word,1,1,47.0,3.850147602,mũ,word,f,word,1,0.741292
25,main,LDT_166,mắt,word,1,1,317.0,5.758901774,mắt,word,f,word,1,0.630432
25,main,LDT_167,nhà,word,1,1,1208.0,7.096721378,nhà,word,f,word,1,0.627841
25,main,LDT_168,núi,word,1,1,31.0,3.433987204,núi,word,f,word,1,0.723269
25,main,LDT_169,nước,word,1,1,1464.0,7.288927695,nước,word,f,word,1,0.640131
25,main,LDT_170,rừng,word,1,1,31.0,3.433987204,rừng,word,f,word,1,0.713709
25,main,LDT_171,sách,word,1,1,97.0,4.574710979,sách,word,f,word,1,0.701426
25,main,LDT_172,sông,word,1,1,60.0,4.094344562,sông,word,f,word,1,0.735018
25,main,LDT_173,thuốc,word,1,1,57.0,4.043051268,thuốc,word,f,word,1,0.686879
25,main,LDT_174,tin,word,1,1,679.0,6.520621128,tin,word,f,word,1,0.647817
25,main,LDT_175,tiền,word,1,1,317.0,5.758901774,tiền,word,f,word,1,0.650412
25,main,LDT_176,trị,word,1,1,91.0,4.510859507,trị,word,f,word,1,0.730569
25,main,LDT_177,vải,word,1,1,178.0,5.18178355,vải,word,f,word,1,0.65932
25,main,LDT_178,vật,word,1,1,252.0,5.529429088,vật,word,f,word,1,0.672415
25,main,LDT_179,xe,word,1,1,217.0,5.379897354,xe,word,f,word,1,0.69542
25,main,LDT_180,áo,word,1,1,184.0,5.214935758,áo,word,f,word,1,0.650919
25,main,LDT_181,đá,word,1,1,140.0,4.941642423,đá,word,f,word,1,0.699884
25,main,LDT_182,đèn,word,1,1,306.0,5.723585102,đèn,word,f,word,1,0.653082
25,main,LDT_183,đường,word,1,1,598.0,6.393590754,đường,word,f,word,1,0.671862
25,main,LDT_184,đất,word,1,1,138.0,4.927253685,đất,word,f,word,1,0.669004
25,main,LDT_038,biệc pháp,pseudoword,0,2,,,biện pháp,nonword,j,nonword,1,0.889887
25,main,LDT_039,bệc viện,pseudoword,0,2,,,bệnh viện,nonword,j,nonword,1,0.908107
25,main,LDT_040,chẹn nước,pseudoword,0,2,,,chén nước,nonword,j,nonword,1,0.858327
25,main,LDT_041,cây cảc,pseudoword,0,2,,,cây cảnh,nonword,j,nonword,1,0.898547
25,main,LDT_042,cây xạnh,pseudoword,0,2,,,cây xanh,nonword,j,nonword,1,0.876767
25,main,LDT_043,côm nghiệp,pseudoword,0,2,,,công nghiệp,nonword,j,nonword,1,0.916987
25,main,LDT_044,côm ty,pseudoword,0,2,,,công ty,nonword,j,nonword,1,0.867207
25,main,LDT_045,cửa hàc,pseudoword,0,2,,,cửa hàng,nonword,j,nonword,1,0.891427
25,main,LDT_046,giá thàc,pseudoword,0,2,,,giá thành,nonword,j,nonword,1,0.909647
25,main,LDT_047,giá vể,pseudoword,0,2,,,giá vé,nonword,j,nonword,1,0.859867
25,main,LDT_048,giáo dụn,pseudoword,0,2,,,giáo dục,nonword,j,nonword,1,0.900087
25,main,LDT_049,hơi nướm,pseudoword,0,2,,,hơi nước,nonword,j,nonword,1,0.878307
25,main,LDT_050,hệ thóng,pseudoword,0,2,,,hệ thống,nonword,j,nonword,1,0.918527
25,main,LDT_051,học thủc,pseudoword,0,2,,,học thức,nonword,j,nonword,1,0.868747
25,main,LDT_052,khoa hỏc,pseudoword,0,2,,,khoa học,nonword,j,nonword,1,0.892967
25,main,LDT_053,khách hàc,pseudoword,0,2,,,khách hàng,nonword,j,nonword,1,0.911187
25,main,LDT_054,kinh té,pseudoword,0,2,,,kinh tế,nonword,j,nonword,1,0.861407
25,main,LDT_055,lao đơng,pseudoword,0,2,,,lao động,nonword,j,nonword,1,0.901627
25,main,LDT_056,luật phạp,pseudoword,0,2,,,luật pháp,nonword,j,nonword,1,0.879847
25,main,LDT_057,mái nhâ,pseudoword,0,2,,,mái nhà,nonword,j,nonword,1,0.920067
25,main,LDT_058,máy lânh,pseudoword,0,2,,,máy lạnh,nonword,j,nonword,1,0.870287
25,main,LDT_059,báy xay,pseudoword,0,2,,,máy xay,nonword,j,nonword,1,0.894507
25,main,LDT_060,mứm giá,pseudoword,0,2,,,mức giá,nonword,j,nonword,1,0.912727
25,main,LDT_061,nghẻ thuật,pseudoword,0,2,,,nghệ thuật,nonword,j,nonword,1,0.862947
25,main,LDT_062,nhâ cửa,pseudoword,0,2,,,nhà cửa,nonword,j,nonword,1,0.903167
25,main,LDT_063,nhà hàc,pseudoword,0,2,,,nhà hàng,nonword,j,nonword,1,0.881387
25,main,LDT_064,nướm dừa,pseudoword,0,2,,,nước dừa,nonword,j,nonword,1,0.921607
25,main,LDT_065,nướm muối,pseudoword,0,2,,,nước muối,nonword,j,nonword,1,0.871827
25,main,LDT_066,nước xọt,pseudoword,0,2,,,nước xốt,nonword,j,nonword,1,0.896047
25,main,LDT_067,nướm đường,pseudoword,0,2,,,nước đường,nonword,j,nonword,1,0.914267
25,main,LDT_068,phạp luật,pseudoword,0,2,,,pháp luật,nonword,j,nonword,1,0.864487
25,main,LDT_069,phương phạp,pseudoword,0,2,,,phương pháp,nonword,j,nonword,1,0.904707
25,main,LDT_070,thị trườc,pseudoword,0,2,,,thị trường,nonword,j,nonword,1,0.882927
25,main,LDT_071,týnh tế,pseudoword,0,2,,,tinh tế,nonword,j,nonword,1,0.923147
25,main,LDT_072,truyền thóng,pseudoword,0,2,,,truyền thống,nonword,j,nonword,1,0.873367
25,main,LDT_073,vản hóa,pseudoword,0,2,,,văn hóa,nonword,j,nonword,1,0.897587
25,main,LDT_074,xể đẩy,pseudoword,0,2,,,xe đẩy,nonword,f,word,0,0.915807
25,main,LDT_075,đat nước,pseudoword,0,2,,,đất nước,nonword,j,nonword,1,0.866027
25,main,LDT_076,đồc nghiệp,pseudoword,0,2,,,đồng nghiệp,nonword,j,nonword,1,0.906247
25,main,LDT_185,biện pháp,word,1,2,12.0,2.48490665,biện pháp,word,f,word,1,0.784735
25,main,LDT_186,bệnh viện,word,1,2,13.0,2.564949357,bệnh viện,word,f,word,1,0.822393
25,main,LDT_187,chén nước,word,1,2,14.0,2.63905733,chén nước,word,f,word,1,0.770242
25,main,LDT_188,cây cảnh,word,1,2,12.0,2.48490665,cây cảnh,word,f,word,1,0.799395
25,main,LDT_189,cây xanh,word,1,2,12.0,2.48490665,cây xanh,word,f,word,1,0.817615
25,main,LDT_190,công nghiệp,word,1,2,27.0,3.295836866,công nghiệp,word,f,word,1,0.741885
