participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
24,practice,PRACTICE_001,mèo,word,1,1,,,mèo,word,f,word,1,0.734
24,practice,PRACTICE_002,mẻo,pseudoword,0,1,,,mèo,nonword,j,nonword,1,0.769
24,practice,PRACTICE_003,ghế đá,word,1,2,,,ghế đá,word,f,word,1,0.804
24,practice,PRACTICE_004,tủ lảnh,pseudoword,0,2,,,tủ lạnh,nonword,j,nonword,1,0.839
24,main,LDT_001,biểc,pseudoword,0,1,,,biển,nonword,j,nonword,1,0.784026
24,main,LDT_002,bàc,pseudoword,0,1,,,bàn,nonword,j,nonword,1,0.762246
24,main,LDT_003,búc,pseudoword,0,1,,,bút,nonword,j,nonword,1,0.802466
24,main,LDT_004,chá,pseudoword,0,1,,,chợ,nonword,j,nonword,1,0.752686
24,main,LDT_005,khây,pseudoword,0,1,,,cây,nonword,j,nonword,1,0.776906
24,main,LDT_006,cở,pseudoword,0,1,,,cỏ,nonword,j,nonword,1,0.795126
24,main,LDT_007,côc,pseudoword,0,1,,,cốc,nonword,f,word,0,0.745346
24,main,LDT_008,bửa,pseudoword,0,1,,,cửa,nonword,j,nonword,1,0.785566
24,main,LDT_009,dản,pseudoword,0,1,,,dân,nonword,j,nonword,1,0.763786
24,main,LDT_010,ghể,pseudoword,0,1,,,ghế,nonword,j,nonword,1,0.804006
24,main,LDT_011,gá,pseudoword,0,1,,,giá,nonword,j,nonword,1,0.754226
24,main,LDT_012,hó,pseudoword,0,1,,,gió,nonword,j,nonword,1,0.778446
24,main,LDT_013,đoa,pseudoword,0,1,,,hoa,nonword,j,nonword,1,0.796666
24,main,LDT_014,hàc,pseudoword,0,1,,,hàng,nonword,j,nonword,1,0.746886
24,main,LDT_015,luậc,pseudoword,0,1,,,luật,nonword,j,nonword,1,0.787106
24,main,LDT_016,lâ,pseudoword,0,1,,,lá,nonword,j,nonword,1,0.765326
24,main,LDT_017,lủc,pseudoword,0,1,,,lực,nonword,j,nonword,1,0.805546
